Date,Close,News
24/02/2015,7146.600098,"DHFL launches QIP with floor price of Rs 494.95: However, it did not indicate how much amount it is going to raise from institutional investors || Janalakshmi raises Rs 125 cr via bond issue: Janalakshmi intends to use the proceeds to fund its business expansion || Equitas to raise Rs 300-400 cr: Company says one new investor every year would be roped in for next 3 years || RBI eases rules for change in shareholding in ARCs: Reserve Bank of India has eased rules for change in the shareholding in asset reconstruction companies (ARCs) to smoothen working ... || SBI consortium initiates Kingfisher House possession: Clamping down on Vijay Mallya-led UB Group to recover loans, a 17-bank consortium led by state-run SBI today initiated the ... || Govt committed to work for betterment of every citizen: Jaitley: Expressing happiness over the conclusion of 10th bipartite wage negotiations between Public Sector Banks (PSBs) and their ... || Bandhan to raise Rs 1,000 cr by end-March through securitisation: Already the MFI has made a securitisation deal with Kotak Mahindra Bank, to sell a loan portfolio worth Rs 500 cr || Banks unlikely to offer more than 25-50 bps on non-callable deposits: Non -callable deposits are those where premature withdrawal is not allowed || Industry seeks tax sops for home insurance, special buckets for long-term savings policies: Say hike in tax incentives will attract more people to buy insurance || SBI eyes higher tax benefits for home loans: Wants separate category for tax sops on repayment of home loans || Bank branches to be closed on 2nd, 4th Saturdays: IBA signs pact with unions, settles for 15% wage hike || Reinsurance rate to remain flat, barring aviation sector: A senior reinsurance executive said at the time of renewal, a slight hardening in the aviation segment would be seen this year || Changes on the horizon: The Road Transport and Safety Bill that will replace the Motor Vehicles Act, is set to be tabled in Parliament in its current ..."
25/02/2015,7144.200195,"Canara Bank to raise Rs 1,500 cr by next week: Bank will also get Rs 570-cr additional capital from govt by March-end || CanBank ties up with MasterCard for 3 new cards: The bank launched Canara Credit Card World for customers with net annual income of Rs 7.50 lakh || Yes Bank raises Rs 1,000 cr via green bonds, double the target: Private sector Yes Bank today raised Rs 1,000 crore against a targeted Rs 500 crore by issuing green infrastructure bonds. || IndusInd Bank to raise Rs 2000 cr via infra bonds, NCDs: Private sector lender IndusInd Bank will issue long-term infrastructure bonds or non-convertible debentures on private placement ... || Changing Centre-state maths: Based on the new recommendation, tax devolution to states works out to Rs 39.48 lakh crore over a five-year period || RBI says overdraft under Jan-Dhan is priority sector lending: Giving a big boost to Pradhan Mantri Jan-Dhan Yojana (PMJDY), the RBI today said bank overdrafts of up to Rs 5,000 in accounts ... || Indian Bank to hold EGM to get shareholders' approval for proposed allotment of equity shares to Govt: The Central government will be making a cash infusion of Rs 280 cr into the bank || South Indian Bank to raise upto Rs 500 crore through bonds: Kerala-based South Indian Bank will raise up to Rs 500 crore by way of tier-II bonds to meet future credit demand. || Banks can incentivise commercial performance of power sector: World Bank: Suggests utilities be freed from government interference, regulators focus on maintaining health of the sector || Govt for Rs 15-lakh cap on accident victim's insurance claim: At present, the compensation liability of insurance companies is subjectively decided on a per case basis by Motor Accident Claim ... || Priority sector norms set to be reviewed: Announcement likely in Budget; more flexibility to foreign banks on cards || HSBC bullish on India, increases headcount by 1,000: By its annual report, the India head count stands at 32,000, the second highest after the UK's"
26/02/2015,7077.5,"Rabobank India CEO steps down: Surojit Shome had taken over as the MD & CEO in 2009 || SBI gets shareholders' nod for raising Rs 15,000 cr from market: The bank requires adequate capital to match the anticipated growth in asset and comply with stipulated level of capital adequacy || IRDA to end licensing system for insurance agents: Insurance Regulatory and Development Authority of India (IRDAI) today said the insurance companies can appoint individual agents ... || PSBs' Basel-III needs to overshoot Rs 2.4 trillion estimate: Mundra: Reserve Bank Deputy Governor S S Mundra today said that state-run banks' capital needs to comply with Basel-III regulations may ... || Insurer's liability in third party motor accidents to be limited at Rs 15 lakh: New Motor Vehicles Act allows a victim to claim any amount in third-party accidents and if the insurer refuses to pay, claimant ... || Jan Dhan overdraft eligible for priority sector lending: RBI: However, for this the borrower's household annual income should not exceed Rs 60,000 in rural areas and Rs 1,20,000 in non-rural ... || Repo decision: RBI went by majority view in advisory panel: After cutting repo rate by 25 bps to 7.75% on Jan 15, RBI maintained status quo on policy rates in review on Feb 3 || RBI's new base rate norm leads to delay in revision of rates, say bankers: Say cost of funds hasn't come down as expected"
27/02/2015,7210.299805,"SIT writes to RBI on financial transactions of HSBC, India for FY12 and FY13: May seek details of last 16 years as well || RBS to shut down its banking operations in India, retains its back office business: Retains back office biz; to begin talks with RBI about future plans of India business || StanChart overhauls top deck: Bill Winters to replace Peter Sands, Asia CEO Bindra to step down end-April || Govt banks' CEO selection opened to private sector: This is also the first time a public advertisement seeking applications has been put up on the Union finance ministry's website || Government announcement comes hours after RBI raises concern over delay in appointment: Coincidentally, hours before the government announced the process, Reserve Bank of India (RBI) Deputy Governor S S Mundra ... || India should meet RBI inflation target by Jan 2016: SS Mundra: He said state-owned banks would need Rs 2,50,000 cr in capital to meet Basel III requirements by 2019 || Time not apt for performance-linked capital infusion in govt banks: RBI: The Finance Mnistry recently allocated Rs 6,990 cr in nine public sector banks based on their efficiency"
28/02/2015,,"Foreign funds approved for AIFs: Alternative Investment funds can now attract funds from foreign investors, which is likely to help hedge funds || Bank credit and deposit growth decelerates: Public sector banks together accounted for 73.3% share in aggregate deposits || Following dismal performance in 2013-14, Sanjiv Bhasin quits as DBS CEO: Former Rabobank India chief executive Surojit Shome will be replacing him || Inflation to over-perform RBI forecast, opens up space for further rate cut: Eco Survey: Dovish trajectory to make space for central bank to cut rates || Quantum of SLR cut hinges on fiscal discipline: Emphasis on reducing required statutory liquidity ratio"
02/03/2015,7299.649902,"Govt gives Ranjan Dhawan additional charge of MD of BoB: Government has given additional charge of Managing Director and CEO of Bank of Baroda to Ranjan Dhawan, the senior most executive ... || Yes Bank to raise $100 million from IFC for green bond, women-owned SMEs: The $50 mn bonds will provide long-term finance for renewable energy projects || Gold sovereign bonds to carry 1.5-2% interest rate: Scheme to be operationalised through designated banks; tax incentives for holders and exemption from CRR/SLR to banks could be ... || New PSL norms not encouraging enough to take WoS route: Foreign Banks: Easing of priority sector norms were key to enable foreign lender to convert their branches in subsidiaries"
03/03/2015,7345.549805,"Bankers face uphill task in recovering loans from coffee growers: Coffee planters from Karnataka owe an estimated Rs 1,200 cr dues to bankers and many have defaulted || RBI refuses to share inspection reports with Intelligence agencies: The Reserve Bank of India (RBI) has refused to share its banks' inspection reports on alleged money laundering laws and other ... || India adopts flexible inflation targeting: Monetary policy panel to be set up via amendments to Reserve Bank Act || FII debt inflows to sustain as govt keeps rate lower: The FII limit in government bond is full while for corporate bonds, about 70% has been exhausted || NYSE, LSE plan to set up shop in GIFT: MCX seeks to launch gold, other commodity futures for foreign firms || Insurers to seek clarity on pricing of social insurance schemes: Jeevan Jyoti Bima and Suraksha Bima, with life and accident insurance cover respectively of Rs 2 lakh each, are the schemes under ... || Treat foreign, domestic banks on par for priority loans: RBI group: Retain 40% target for priority sector loans, introduce PSL certificate, group says || Avalanche of fund flows but inflation killjoy: Raghuram Rajan: To deal with the global financial crisis, many central banks around the world are printing money and reducing interest rates to ... || Green light to insurance marketing tie-ups: Insurance marketing companies can tie up with two life, two general and two health insurance companies || Rajan says public debt not a problem yet: Says the debt burden and large budgetary subsidies could constrain the speed of improvements in credit metrics"
04/03/2015,7279.799805,"LIC south central zone hopes to achieve business target: This year's business target for the region is of Rs 4,850 crore || Axis Bank sees corporate credit revival: Says long-term corporate credit would pick up as projections for economic growth are quite favourable || RBI rate cut may persuade large banks to reduce lending rates: Heads of state-owned banks say they will consider cutting rates after internal reviews || RBI cuts repo rate by 25 bps, takes markets by surprise: The Reserve Bank of India cut the repo rate by 25 bps to 7.5% today. || New monetary policy framework to give more autonomy to RBI: Formation of monetary policy committee needs to be speeded up: Experts || RBI advises PSBs feeling capital constraints to focus on less risky assets: Say they have to figure out ways of raising capital from the market or any other methods including additional tier I and tier II ... || Moody's downgrades IOB, Central Bank's deposits: Says standalone credit quality more important for ratings; assumes lower support form government || Bond yields rise to seven-week high: Yield on 10-year benchmark bond ended at 7.76% on Tuesday compared with previous close of 7.74% || UCO Bank cuts bulk deposit rates by 11-52 bps: Will pay interest at 8.7% on deposits above Rs 5 cr maturing in 350-375 days instead of 8.81% earlier || Cap on import credits, ECBs up: RBI has decided to extend the all-in-cost ceiling of trade credits for imports into India and external commercial borrowings ... || PSBs' poor valuations hurt equity-raising plans: All the 12 public sector banks (PSBs) which have been deprived of capital infusion by the government could face a serious ..."
05/03/2015,7303.350098,"Short-term rates dip after RBI rate cut: After the Reserve Bank's rate cut on Wednesday, issuers are rushing to raise short-term funds. RBI cut the repo rate, at which it ... || Expect another 50 bps rate cut this year: Keki Mistry: Hopes to reduce home loan rate in 'near future'; to be applicable for all customers || New method to calculate GDP gets RBI pat: Thumbs-up for consolidation map but will watch action; sceptical on CSO's revised growth estimate painting economy as robust || Eyeing parity, IDBI expands board to three deputy managing directors: IDBI Bank has also appointed N S Venkatesh, its executive director, as chief financial officer in place of P Sitaram || Axis Bank raises $ 250 million via bonds: Axis Bank has priced a $ 250 million bond issue via a tap of its existing 3.250 per cent senior unsecured notes due 2020. The ..."
09/03/2015,7171.5,"Beef up existing FIs instead of creating new ones: Bankers: Strengthening existing institutions is more important, because it will be a long time before the new bank becomes operational, ... || Expanded Sarfaesi Act credit positive for some NBFCs: Moody's: The Budget proposal to include non- banking finance companies (NBFCs) under the Sarfaesi Act is credit positive for lenders of ... || IRDAI approves Trevor Bull as MD & CEO of Aviva India: The Insurance Regulatory and Development Authority of India (IRDAI) has approved the appointment of Trevor Bull as the Managing ... || Catholic Syrian Bank plans to raise Rs 500 cr from captal market before Dec 2015: The bank has submitted a panel of candidates for CEO to RBI and its response is awaited || State Bank of Travancore cuts base rate to 10.15%: State Bank of Travancore (SBT) today became the first bank to cut benchmark lending rate, or base rate, by 0.1 per cent to 10.15 ... || Jaitley to address RBI board on March 22: The meeting comes against the backdrop of RBI on March 4 announcing a 0.25% rate cut"
10/03/2015,7141.700195,"FirstRand eyes India expansion as law changes for bank investors: India is encouraging investment to help fund improvements in infrastructure || Jaitley to meet heads of PSU banks tomorrow: Meeting will review credit offtake and the progress made under the Jan Dhan Yojana, among other things || Tata AIA life Insurance launches 'Smart Growth Plus': Tata AIA Life today announced the launch of its new life insurance solution Tata AIA Life Insurance Smart Growth Plus (Smart ... || ICICI Prudential Life launches ICICI Pru Smart Life: ICICI Prudential Life Insurance Company Limited, today announced the launch of ICICI Pru Smart Life || Zero tolerance policy on flouting KYC norms in the offing: Banks to face operational curbs, higher penalty for non-compliance || Cabinet note on Department of Posts revamp soon: To also set in motion changes under Subramanian panel suggestions || Interest rate cuts only after March: Even if banks do not rush to cut rates now, it is possible they would not renew the bulk deposits given to large companies at ... || IRDAI considering multiple insurer tie-ups for banks: Industry sources said that this is to ensure that banks are not dissuaded from opening up their branch network to other insurers || Double whammy for insurance policyholders: Service tax introduced on insurance premiums last year will be hiked to 14%; GST implementation will lead to steeper hikes in ... || State Bank of Travancore cuts base rate by 0.1%: Needs up to Rs 3,000 cr equity by March 2019, says ICRA || Money laundering: Over 480 urban cooperative banks under lens: Central bank has been taking strict action like imposition of penalty and denial of branch expansion against the erring urban ..."
11/03/2015,7126.600098,"Sick PSU banks can put you in trouble, IMF warns India: Report points out corporate vulnerability indicators remain elevated || Govt allows PSU banks to eye markets for cash if growth picks up: The move is necessitated after the FM allocated Rs 8,000 cr in his budget to the banks in FY16, well below the initially planned ... || Govt finally appoints executive directors at four state-run banks: The government appointed R P Marathe, a General Manager with Bank of Baroda, as an executive director of Bank of India || Banks will wait for RBI review before deciding on lending rates: Bank of India: Banks would prefer to defer any decision on lending rates until after the RBI holds its monetary policy review on April 7, Bank ... || IRFC bonds may see appetite only from insurers, pension funds: The Indian Railway Finance Corporation (IRFC) bonds to be issued within the next few weeks will only see appetite from insurers ... || Indian CAD for Q3 at 1.6 % of GDP: Over the FY15's first nine months, CAD narrowed to $26.2 bn from $31.1 bn || Jaitley to meet PSB chiefs today: To review Q3 performance; likely to ask banks to cut lending rates || IRDAI proposes 14-108% rise in motor third party premiums: Private cars may see 29-108 per cent hike in TP premiums, two-wheelers could see 14-32% hike"
12/03/2015,7202.600098,"Sumitomo Mitsui Trust Bank completes acquisition of 2.77% stake in Reliance Capital: The investment has been made at Rs 530 per share representing a premium of over 11% to the stock price of Reliance Capital || LIC to invest Rs 1.5 lakh crore in Indian Railways over 5 years: The investment, of Rs 30,000 crore annually, would be made through bonds issued by IRFC || Banks will transmit RBI rate cut to customers: Jayant Sinha: He said given there persists a very competitive financial service sector, once certain banks start taking action others will ... || Government appoints nine EDs at public sector banks: These appointments have happened after a long delay || Temasek, Carmignac said to be in talks for ICICI insurance stake: The lender plans to complete the pact to sell about 5% of ICICI Prudential Life Insurance by March-end || RBI on HK citizens acquiring immovable property: This is because Macau and Hong Kong are the two Special Administrative Regions of China || Life Insurance Corporation launches Jeevan Lakshya: The plan offers a combination of protection and savings"
13/03/2015,7099.899902,"Shriram Life considering fresh FDI to fund business expansion: Sanlam, the South African financial services group, is keen to increase stake in Indian JV || Tax-free bonds seen receiving tepid response in FY16: Tax-free bonds which are seen hitting the street in the financial year 2014-15 may not be able to get the same attention it had ... || Paytm now allows transfer of money from mobile wallet to bank account: India's largest mobile commerce platform, Paytm has introduced the Immediate Payment Service (IMPS) on its platform. || MUDRA to start out as SIDBI unit: Financial Services Secretary, Hasmukh Adhia said on Friday that the proposed Micro Units Development Refinance Agency (MUDRA) ... || Total NPAs of banks increase to Rs 3,00,611 crore: The Non Performing Assets (NPAs) of the banks in the country stood at Rs 3,00,611 crore as on December 2014, government told Lok ... || Corporate espionage: HDFC Bank denies allegations about its role: Asserts this is an attempt to malign its reputation || Tax-free bonds to receive tepid response for FY16: Tax-free bonds which are seen hitting the street in the financial year 2014-15 may not be able to get the same attention it had ... || Star Health Insurance plans to raise around Rs 400 crore: Star Health and Allied Insurance Company Limited - India's first stand-alone insurer - is planning to raise around Rs 300-400 ... || Insurers set the ball rolling on foreign stake hike: Bharti will move FIPB soon for increasing Axa's stake to 49%, Reliance Cap to begin talks with Nippon || Manappuram eyes universal bank licence: Firm seeks to ramp up priority sector lending, is also in talks with MFIs for acquiring a stake || SBI aims to cut bad debt with huge online property auction: The bank will sell its repossessed flats, warehouses and offices worth a total of nearly Rs 1,255 crore"
16/03/2015,7078.950195,"SBT rights issue opens on Tuesday: State Bank of Travancore's Rs 474-crore rights issue will open on Tuesday and the funds garnered through the issue will be ... || Andhra Bank to raise Rs 120 crore in additional equity: Andhra Bank has got shareholder approval to raise Rs 120 crore in additional equity by issuing shares to the government. || Dena Bank risks negative rating action: Public sector bank Dena Bank runs the risk of negative rating action if the government, its major owner with 58 per cent stake, ..."
17/03/2015,7154.049805,"SBI to improve property auction process: SBI sold 124 of the 450 properties put through auction on an electronic platform, for about Rs 90 cr || Lagarde underlines risks from strengthening dollar: Notes foreign debt-heavy Indian firms vulnerable; also says central banks need to be ready to act on market volatility, praises ... || Rajan plays the role of an interviewer: Rajan started by asking whether as a central banker to the world of sorts, Lagarde manages enough sleep at night || Insurers get ready for barrage of new regulations: Seek more adoption time from IRDAI || Insurers to pay up to Rs 1 crore penalty for violation by agents, says IRDAI: This rule is part of the final guidelines for appointment of insurance agents that IRDAI came out with || Cholamandalam open to tie-ups for payments bank: Plans to shut most branches offering gold loans by end-March || HDFC Bank launches app to allow customers transfer money to phone contacts: Chillr app has been developed by Kochi-based MobME || Vijaya Bank plans to start lending corporates from Q3 of 2015-16: The Karnataka-based bank expects a 15-16% credit growth || Canara Bank sells over Rs 11.54-cr shares in CARE rating: State-run Canara Bank has sold shares worth Rs 11.54 crore in Credit Analysis and Research Limited (CARE), a domestic rating ... || Rs 50,000 cr bonanza for life insurance industry: Insurance experts say that this money can be raised in next three years; top five can make gains of Rs 20,000 cr || Mahindra & Mahindra Financial Services eyes universal bank licence: Says guidelines for new banks in private sector did not provide any flexibility for NBFCs in 2013"
18/03/2015,7137.049805,"Banks booking profits in bonds: It is expected the profits of banks in the fourth quarter will be driven by treasury gains || Nabard stresses on professional managements for state co-op banks: Post bifurcation, the present AP Cooperative Bank (Apcob) is to be split into two || Bank deposits in Kerala up 53 per cent at Rs 407,000 cr: NRI deposits grew 15.77 per cent to cross Rs 100,000 crore for the first time in the state. NRI deposits rose to Rs 104,573 crore ... || A CRR cut possible prior April 7: SBI Research: The CRR was left unchanged at 4 per cent in the last policy review held on March 4. || Banks resort to profit booking in bonds portfolio ahead of fiscal end: Banks are resorting to profit booking in bonds ahead of the end of the financial year 2014-15 || RBI may be stripped of powers to regulate govt bonds: However, sources say the central bank will be in charge of other money market instruments || Improvement in banks' asset quality to take time: S&P: Improvement in the asset quality of Indian banks and growth in credit offtake is likely to take more time as the problems in ... || Here's why Edelweiss is bullish on PSU banks: Despite the market's concerns, the financial services company believes public sector banks may do better than expected"
19/03/2015,7096.75,"RBL Bank invests Rs 50 cr in Trifecta Capital's venture debt fund: Trifecta raises fund size target up from Rs 300 cr to Rs 400 cr || AEGON Religare Life Insurance launches digital campaign: AEGON Religare Life Insurance (ARLI) launched a campaign - #NothingWillHappen, for its flagship protection plan iTerm. ARLI has ... || Xpress Money launches Direct Account Credit services: Customers can now receive money directly into their bank accounts in India || MF players want tax sops for pension products on lines of NPS: Mutual fund houses have said that tax benefits for retirement solutions should be provided on the lines of the New Pension System ... || Prepared to deal with market volatility due to Fed move: Rajan: Says RBI will take cues from a statement by Fed || Less warmth for tax-free bonds in FY16: With each rate cut, government bond yields are seen falling further, thus making returns on tax-free bonds less attractive"
20/03/2015,7028.200195,"Union Bank expects its margins to improve next year: Bank aiming to imrpove CASA level to 31% in next two years || BoI raises Rs 641 cr from share sale to LIC, New India Assurance: Public sector lender Bank of India (BOI) today said it has raised over Rs 641.99 crore by issuing shares on preferential basis to ... || RBI to talk to lenders about passing rate cuts: deputy governor: The central bank plans to talk with lenders about passing on interest rate cuts through lower lending rates, Reserve Bank of ... || Pvt banks to raise service charges, penalties: While banks are expected to cut lending rates from April 1, the increase in service charges and penalties will pinch customers || ABN AMRO Bank NV to re-enter India: Plans to set up operations for financing the gems and jewellery sector in India || 'Indian management control' clause still grey area for insurers: Insurance industry unsure about the limits of so-called control clause and what it entails for foreign investors || Axis Bank cuts deposit rates: Retail deposit rates slashed by 15-25 bps in select maturities || Insurers must do minimum motor TP business: Irdai exposure draft: Says insurers should underwrite such minimum percentage in 90 per cent of the overall motor TP insurance business premium"
23/03/2015,6997.600098,"Sebi gives lenders new ammunition to tackle bad loans: Capital markets regulator also finalising framework to restrict wilful defaulters || SBI to focus more on auto loans: Says the auto sector is expected to report a healthy growth this year || Commercial tax dues mount to Rs 2,333 crore in Bhubaneswar: Commercial tax arrears on organizations falling under the Bhubaneswar range has mounted to Rs 2333.47 crore (as on February ... || High govt borrowing impediment for debt market growth: RBI: However, govt's fiscal consolidation plan was hailed as a step in right direction, which will aid in deepening of corporate debt ... || Higher govt borrowings hurting corporate debt market: RBI: The rise in government borrowings through bonds is impeding the growth of the corporate debt market in the country, Reserve Bank ... || Short-term rates remain stable due to RBI's liquidity infusion: Hover below 10% due to RBI's steps for liquidity infusion || 'Customer-centric biz way forward for insurance': The insurance industry was the 16th largest market and was expected to be one of the top 10 markets by 2025"
24/03/2015,6984.75,"Overhaul brakes on insurance scheme for poor: Sector players await government's decision on future of Rashtriya Swasthya Bima Yojana || PSUs cheaper, private sector banks score on service: For those who use basic services and visit the branch often, there isn't a big difference between the two || Reliance Life to add 20,000 agents next fiscal: The  company has been able to clock new business premium of Rs 1,100 crore in the current fiscal || Andhra Bank, Indian Bank slap notices on Annapurna Studios: Andhra Bank and Indian Bank, have slapped notices on 7 Acres Studios, located adjacent to the main Annapurna Studios in the ... || Syndicate Bank gets EGM nod to raise Rs 460 crore via pref issue: The shareholders of Manipal-based public sector lender Syndicate Bank today passed a resolution sought by the bank to raise Rs ... || Govt to borrow Rs 3.6 lakh cr in April-Sept: This is about 60% of the full-year gross borrowing estimate of Rs 6 lakh cr for 2015-16 || Reserve Bank for rein on public debt rise: The huge supply of government paper... is one of the major impediments to the growth of corporate bond market: R Gandhi || Global reinsurers entering India to be win-win for customers: To get better pricing, products suited for the market based on global expertise || Indian finance leaders most optimistic about economic growth: Amex study: The survey finds economic outlook in India remains strongest in world at 94% || Don't outsource loan processing: RBI: According to data made available by RBI, the gross NPAs of public sector banks stood at Rs 2,60,531 cr, as on December 2014 || Indian Bank gets approval to issue preferential shares: The bank secured shareholders' approval at an extraordinary general meeting here on Monday || Barclays sees India frontloading rate cuts before Fed disruption: Barclays Plc and Deutsche Bank AG predict India's central bank Governor Raghuram Rajan will frontload interest-rate cuts, ... || Insurance next focus area after Jan Dhan: Hasmukh Adhia: The finance minister in the Union Budget had said two new insurance schemes for lower income groups would be launched"
25/03/2015,6972.450195,"HDFC Bank to expand in Andhra, Telangana: r HDFC Bank today said Andhra Pradesh and the newly-formed Telangana stood top on the bank's high-growth avenues and added the ... || HDFC Bank to expand in AP, Telangana: Private lender HDFC Bank today said Andhra Pradesh and the newly-formed Telangana stood top on the bank's high-growth avenues and ... || RBI signs $400 mn currency swap pact with Sri Lanka: RBI today signed a USD 400 million currency swap agreement with the Central Bank of Sri Lanka for three years that will allow the ... || 40-year govt bonds set to grab the attention of insurers, pension funds: These long tenure bonds will help to develop the yield curve beyond 30 years || Market sees minimal impact on govt borrowing: The Street believes the transition will be smooth and it might take six to 12 months for the changes to fully take effect || American Express allows cardholders to pay with points: Cardholders can pay with points across 750 retail, dining outlets || RBI-appointed panel calls for effective information management practices: Committee was appointed to effect synergy and uniformity in the efforts being undertaken in the areas of data reporting and data ..."
26/03/2015,6846.25,"LIC sees 40% growth in new premiums in March: Plans to launch Ulip soon; looks at investing in 20-year, 40-year bonds || Reserve Bank on loans in areas hit by natural calamity: A National Crop Insurance Programme was implemented from 2013 and loanee farmers are compulsorily covered under this component ... || India Inc's external commercial borrowings drop 47% in February y-o-y: The industrial activity has not picked up much due to which corporates are not borrowing much"
27/03/2015,6846.600098,"SBI to make room for foreign partner: To cut stake in general insurance venture to 51% from 76% || UBI won't lend aggressively despite removal of lending restriction: CEO: The bank will continue to focus on lending to retail and SME sectors || Digitised policies to soon be mandated for high premium policies: Insurance repositories will be involved in the process of maintaining these policies in a digital format || String of bank holidays from March 28 to affect consumers: Assocham: According to Assocham, while ATMs will technically remain operational, problems could arise || Forthcoming holidays not seen putting pressure on liquidity: Most banks would have garnered funds from bulk deposits"
30/03/2015,6969.950195,"Grameena bank eyes 20% rise in deposits: Deposits grow to Rs 8,178 cr during fiscal 2014-15 as against Rs 6,791 cr as of March 2014 || CCI dismisses complaint against Tamilnad Mercantile Bank: Order was made after a complaint filed by a timber company || ICICI, HDFC Bank cut bulk deposit rates by up to 0.25%: Leading private sector lenders ICICI Bank and HDFC Bank have cut rates by up to 0.25 per cent on high value fixed deposit on ... || ICICI Bank gets equity capital repatriation from foreign units: Private sector lender ICICI Bank today said it has repatriated excess funds from its two overseas subsidiaries as part of capital ... || Equitas completes securitisation transaction worth Rs 210 crore: Equitas Micro Finance the Micro Finance Institution arm of the Chennai based Equitas Holdings completed three securitisation ... || RBI to soon issue norms for Central Fraud Registry: Mundra: Says the proposed institution, which will enable quick sharing of information on entities found to be defrauding banks, will work ... || Life insurance sector may end year with new premium growth: LIC, the largest player, has seen a 40% growth in March 2015 in new premium compared to February 2015 || No IPO plan from general insurance firms: Poor valuations, problems in claim ratios, staff opposition for state-run units among issues to be addressed"
31/03/2015,6978.149902,"YatraGenie, Sundaram Finance to create 50,000 entrepreneurs: YatraGenie is an online bus ticketing and cab booking platform run by Bengaluru-based Paxterra Software Solutions || Customer wait time down to 3 minutes: SBI: Bank also focusing on encouraging customers to use technology tools || Motor third party premiums to see marginal hike for FY16: It is good news for all vehicle owners as the motor third party premiums have been increased only by few hundred rupees || Mobile app soon to check ATM heists in UP: ATM guards in Uttar Pradesh would soon be provided with a mobile app to alert the local police during ATM heists || Bajaj Allianz Life launches Young Assure: Bajaj Allianz Life Insurance has launched a traditional participating insurance plan called Young Assure with features to help ... || Bharti Axa to reduce focus on group health plans: The company enters travel insurance segment with launch of SmartTraveller || SBI gets approval to divest 10% stake in SBI Life Insurance: State Bank of India, the country's largest lender, said on Tuesday it had received approval for divestment of its stake in ... || ICICI Bank repatriates capital from UK, Canadian arms: Canadian arm repatriates Canadian dollar 80 million, UK arm repatriates $75 million || RBI relaxes norms for NPA provisioning: Banks can now utilise up to 50% of provisioning buffer for making NPA provisions instead of the earlier 33% || Prior RBI nod may be mandatory for NBFC acquisitions: According to the proposal, an approval shall be required even for any change in the shareholding of an NBFC || 2014-15 a year of financial sector reforms: Capital infusion, infra financing, FDI in insurance etc among the many noteworthy changes || Overnight rates inch up ahead of FY close: The weighted average call money rate inched up to 7.80% on Monday"
01/04/2015,7060.200195,"RBI says rupee transactions will not be allowed in international centres: Banks which want to set up units within the special financial zones being created in India will only be allowed to transact in ... || SBI to extend banking hours in Maharashtra on April 4: Country's largest lender State Bank of India today said it has extended the banking hours at all its branches in Maharashtra on ... || HDFC Bank raises Rs 3,000 crore via bonds on pvt placement: Private sector lender HDFC Bank has raised Rs 3,000 crore by issuing long term non-convertible bonds through private placement. || Citi India Chief Economist Rohini Malkani steps down: Citi India Chief Economist Rohini Malkani will step down from the post with effect from April 30, for personal reasons. || Catholic Syrian Bank files for up to $64 million IPO: Indian private sector lender Catholic Syrian Bank has filed for an initial public offering to raise up to 4 billion rupees ($64.2 ... || HSBC Bank Oman completes sale of India assets to Doha Bank: HSBC Bank Oman has completed the sale of its Indian assets to Doha Bank, the affiliate of HSBC Holdings said in a statement on ... || Loan restructuring shifts to joint lenders' forums: Between July 2014 and February this year, commercial banks formed 355 JLFs for troubled cases || Banks' exclusive sales tie-ups with insurers set to end: Each corporate agent can tie up with up to three insurers, in the life, general and healthcare categories || Govt slashes dividend payment estimates from banks, FIs for FY15: PSB profitability has been under pressure due to low interest income, higher provisioning for stressed loans and an enhanced ... || Call money rates shoot up to 15% intra-day: Banks rush for funds ahead of a series of holidays beginning Wednesday || Low rise for motor third-party insurance premiums: Both for private cars and two-wheelers, the rates from April 1 would only go up by Rs 65 to Rs 340 according to the motor premium ... || SBI to divest 10% in life insurance venture: Last week, SBI said it would be reducing stake in its general insurance venture from 76 per cent to 51 per cent || Net claims from non-residents on India dip in Q3: The RBI stated Indian residents' financial assets abroad stood at $490.5 billion at end-December 2014 || RBI liberalises norms for taking position in exchange-traded currency derivatives: The Reserve Bank of India (RBI) has liberalised the norms for taking position in exchange-traded currency derivatives.It raised ... || RBI revises capital adequacy norms: The Reserve Bank of India (RBI) has revised the guidelines for capital adequacy and liquidity norms. These will come into effect ... || Nabard net surplus up by 33% to Rs 2,400 cr: The post-tax surplus of the agri-bank in 2013-14 was Rs 1,860 crore || Canara Bank to raise funds from LIC: LIC has informed that it is willing to subscribe up to 40 million equity shares, at a price to be determined according to Sebi ..."
06/04/2015,7126.75,"LIC to offer Jeevan Jyoti Bima to Dena Bank savings account holders: LIC and Dena Bank have signed a Memorandum of Understanding to implement the Pradhan Mantri Jeevan Jyoti Bima Yojana || Canara Bank to raise Rs 1,520 cr from LIC: Canara Bank holding an extraordinary general meeting on April 30, 2015 to obtain shareholders' consent || Street expects FY16 rate cut of 75-100 bps: For better transmission, many economists also expect RBI to ease cash reserve norms || Central Bank tops list with highest NPAs among PSU banks: Most of the restructured loans is from the corporate sector || Easier KYC norm for sole owner companies to open co-op bank accounts: The RBI decision has come after being told that such firms were facing difficulties with regard to furnishing two documents as ... || ICAI red-flags auditor selection process at PSU banks: Has conveyed its concerns on the issue to the Finance Ministry and the Reserve Bank of India || Bond yields might fall, rupee could gain: The yield on the 10-year benchmark bond fell on Tuesday to 7.74%, compared with the previous close of 7.76%"
